Time(s),CPU_Usage(%),RAM_Usage(MB),GPU_Usage(%),GPU_Memory(MB),Disk_Read(MB/s),Disk_Write(MB/s)
0.0010826587677001953,0.5,1056.1796875,0.0,1.0,0.0,0.0
0.5235073566436768,22.4,1141.1796875,0.0,1.0,49.57353204259933,0.0
1.1505506038665771,42.2,1191.78125,0.0,1.0,0.1744297550199429,0.0
1.6997201442718506,42.8,1215.359375,0.0,1.0,0.0,0.0
2.2543654441833496,47.5,1234.63671875,0.0,1.0,0.0,33.67157578542533
2.8294012546539307,39.5,1233.3671875,0.0,1.0,0.0,0.0
3.365123748779297,41.8,1239.33203125,0.0,1.0,0.0,0.0
3.9020779132843018,52.5,1248.4453125,0.0,1.0,0.0,51.978656829543695
4.443107843399048,39.7,1248.1640625,0.0,1.0,0.0,0.0
4.988840818405151,48.9,1271.6171875,0.0,1.0,0.0,0.007157804602069926
5.529742002487183,41.4,1283.90234375,0.0,1.0,0.0,0.0
6.070686340332031,36.1,1295.5078125,0.0,1.0,0.0,0.0
6.612329959869385,50.2,1295.59375,0.0,1.0,0.0,85.1358339444445
7.156908750534058,51.5,1291.21875,0.0,1.0,0.0,0.0
7.740893602371216,53.8,1276.30859375,0.0,1.0,0.0,0.09364540848612524
8.296838283538818,48.0,1280.26953125,0.0,1.0,0.0,0.035131642880331555
8.881016969680786,39.7,1274.0234375,0.0,1.0,0.0,0.0
9.440725088119507,54.0,1294.0,0.0,1.0,0.0,0.0
10.003601789474487,47.3,1287.36328125,0.0,1.0,0.0,0.0
10.548628568649292,40.6,1302.76953125,0.0,1.0,0.0,0.007167079030344601
11.082977771759033,48.9,1311.390625,0.0,1.0,0.0,0.0
11.636160373687744,50.9,1306.34765625,0.0,1.0,0.0,0.0
12.22760820388794,53.6,1298.8359375,0.0,1.0,0.0,0.0
12.775921106338501,46.1,1291.62890625,0.0,1.0,0.0,0.028496502508271404
13.366344451904297,48.0,1296.00390625,0.0,1.0,0.0,0.01984804647040177
13.955692768096924,47.9,1285.0,0.0,1.0,0.0,0.0
14.526026725769043,47.8,1289.51171875,0.0,1.0,0.0,0.0
15.138836860656738,47.3,1283.18359375,0.0,1.0,0.0,0.0
15.697310209274292,38.0,1271.640625,0.0,1.0,6.770690149064616,0.0
16.271621465682983,22.1,1264.046875,0.0,1.0,1.4963575768545472,0.006801625349338851
16.79426097869873,12.3,1360.82421875,2.0,1675.0,0.26906691227489143,356.80514791919563
17.318122386932373,12.7,1552.69921875,13.0,27317.0,0.0,0.14167630757579758
17.84024429321289,12.7,1604.63671875,31.0,27645.0,0.23940769099399162,0.007481490343562238
18.362122058868408,12.5,1603.3828125,45.0,27645.0,0.2844296304011944,0.5089793386126636
18.884042024612427,12.5,1617.1953125,64.0,27645.0,0.0,0.0
19.405858993530273,12.3,1780.265625,75.0,30401.0,0.0,0.0
19.928215742111206,12.3,1779.99609375,93.0,30401.0,2.153700518000861,0.0224343803958423
20.450011253356934,12.5,1779.99609375,95.0,30401.0,0.0,0.09732021243104512
20.972065448760986,12.5,1772.40625,96.0,30401.0,0.0,0.0
21.493696689605713,12.5,1770.34765625,96.0,30401.0,0.0,0.0
22.015554428100586,12.5,1782.58984375,98.0,30401.0,0.0,0.007485277522694773
22.53737187385559,12.5,1780.2734375,98.0,30401.0,0.0,0.0
23.05923628807068,12.5,1773.02734375,98.0,30401.0,0.0,0.0
23.58089828491211,12.8,1769.53515625,98.0,30401.0,0.0,0.06739277580668086
24.102697610855103,12.5,1765.17578125,98.0,30401.0,0.0,0.0
24.624300003051758,12.3,1765.421875,98.0,30401.0,0.0,0.0
25.146037578582764,12.5,1762.19140625,98.0,30401.0,0.0,0.0
25.669085025787354,12.7,1767.41015625,98.0,30401.0,0.0,0.022404755175903217
26.19088077545166,12.5,1756.04296875,98.0,30401.0,0.0,0.0
26.712921857833862,12.7,1770.46875,98.0,30401.0,0.0,0.0
27.235039949417114,12.5,1781.44140625,98.0,30401.0,0.0,0.0
27.75691843032837,12.8,1780.01953125,98.0,30401.0,0.0,0.007484980015231277
28.278677225112915,12.5,1775.03125,98.0,30401.0,0.0,0.0
28.804869413375854,12.5,1774.78515625,98.0,30401.0,0.0,0.0
29.32697892189026,12.5,1774.04296875,98.0,30401.0,0.0,0.0
29.848791122436523,13.0,1771.84765625,98.0,30401.0,0.0,0.0
30.370819807052612,12.5,1766.6328125,98.0,30401.0,0.0,0.0
30.89255142211914,12.5,1764.6171875,98.0,30401.0,0.0,0.0
31.414490461349487,12.5,1760.05078125,98.0,30401.0,0.0,0.022452334696558652
31.936083555221558,12.3,1757.98046875,98.0,30401.0,0.0,0.0
32.458017349243164,12.5,1758.19140625,98.0,30401.0,0.0,0.0
32.979830741882324,12.5,1756.59765625,98.0,30401.0,0.0,0.007485913652471576
33.501595973968506,12.5,1754.23046875,98.0,30401.0,0.0,0.0
34.023128032684326,12.3,1752.55859375,98.0,30401.0,0.0,0.0
34.54483413696289,12.5,1744.68359375,98.0,30401.0,0.0,0.0
35.066460609436035,12.7,1732.16015625,98.0,30401.0,0.0,0.0
35.58830189704895,12.5,1723.28515625,98.0,30401.0,0.0,0.0
36.1102397441864,12.5,1741.5390625,98.0,30401.0,0.0,0.0
36.63194417953491,12.5,1741.7734375,98.0,30401.0,0.0,0.0
37.1538724899292,12.5,1737.0390625,98.0,30401.0,0.0,0.022452796230093653
37.67554497718811,12.7,1734.2421875,98.0,30401.0,0.0,0.0
38.19767498970032,12.5,1732.60546875,98.0,30401.0,0.0,0.014962748382171097
38.719313621520996,12.5,1732.8515625,98.0,30401.0,0.0,0.0
39.24112796783447,12.7,1730.02734375,98.0,30401.0,0.0,0.0
39.76278758049011,12.8,1730.02734375,98.0,30401.0,0.0,0.0
40.28451919555664,12.5,1727.83203125,98.0,30401.0,0.0,0.0
40.806198596954346,12.7,1727.83203125,98.0,30401.0,0.0,0.0
41.32811450958252,12.5,1718.89453125,98.0,30401.0,0.0,0.0
41.84998846054077,13.0,1726.5234375,98.0,30401.0,0.0,0.0
42.37193179130554,12.5,1725.2734375,98.0,30401.0,0.0,0.0
42.89379596710205,12.8,1725.16796875,98.0,30401.0,0.0,0.037425925951307004
43.41582751274109,12.5,1725.16796875,98.0,30401.0,0.0,0.0
43.93763494491577,12.5,1724.91796875,98.0,30401.0,0.0,0.007485999162028658
44.45978093147278,12.5,1716.96484375,98.0,30401.0,0.0,0.0
44.98164653778076,12.7,1724.34765625,98.0,30401.0,0.0,0.0
45.503501176834106,12.8,1724.34765625,98.0,30401.0,0.0,0.0
46.0252366065979,12.5,1724.4375,98.0,30401.0,0.0,0.0
46.54720091819763,12.3,1724.43359375,98.0,30401.0,0.0,0.0
47.068976640701294,12.3,1723.69140625,98.0,30401.0,0.0,0.0
47.590803146362305,13.0,1738.94921875,98.0,30401.0,0.0,0.0
48.112820625305176,12.5,1736.28515625,98.0,30401.0,0.0,0.014965973966659055
48.63464975357056,12.5,1736.17578125,98.0,30401.0,0.0,0.022457063749880067
49.157121419906616,12.7,1733.68359375,98.0,30401.0,0.0,0.18691204957550064
49.67888045310974,12.8,1733.68359375,98.0,30401.0,0.0,0.007486693571971691
50.20096158981323,12.5,1723.77734375,98.0,30401.0,0.0,0.0
50.72275924682617,12.5,1737.05078125,98.0,30401.0,0.0,0.0
51.2449004650116,12.5,1737.296875,98.0,30401.0,0.0,0.0
51.76663827896118,12.8,1735.51953125,98.0,30401.0,0.0,0.0
52.2885160446167,12.5,1735.51171875,98.0,30401.0,0.0,0.0
52.81025981903076,12.5,1733.90625,98.0,30401.0,0.0,0.0
53.33260178565979,12.5,1731.609375,98.0,30401.0,0.0,0.0
53.85449743270874,12.7,1730.33203125,98.0,30401.0,0.0,0.0
54.376659631729126,12.5,1722.2109375,98.0,30401.0,0.0,0.06732821729714576
54.89850473403931,12.5,1729.7109375,98.0,30401.0,0.0,0.0
55.420469999313354,12.5,1728.7109375,98.0,30401.0,0.0,0.007483735527782866
55.94230604171753,12.8,1728.7109375,98.0,30401.0,0.0,0.0
56.46419644355774,12.5,1728.7109375,98.0,30401.0,0.0,0.0
56.98615336418152,12.7,1727.66015625,98.0,30401.0,0.0,0.0
57.508071422576904,12.8,1727.4140625,98.0,30401.0,0.0,0.0
58.02996253967285,12.5,1727.4140625,98.0,30401.0,0.0,0.0
58.551785469055176,12.5,1726.80078125,98.0,30401.0,0.0,0.0
59.07385778427124,12.3,1726.5859375,98.0,30401.0,0.0,0.0
59.59577178955078,12.5,1726.33203125,98.0,30401.0,0.0,0.0
60.11791372299194,12.3,1724.7734375,98.0,30401.0,0.0,0.02244361015551442
60.63977885246277,12.5,1725.015625,98.0,30401.0,0.0,0.007485171511576112
61.16172790527344,12.5,1725.0078125,98.0,30401.0,0.0,0.0
61.68365669250488,12.5,1724.76171875,98.0,30401.0,0.0,0.0
62.2059383392334,12.5,1716.88671875,98.0,30401.0,0.0,0.0
62.727917194366455,12.7,1732.1328125,98.0,30401.0,0.0,0.0
63.25064969062805,12.7,1740.0078125,98.0,30401.0,0.0,0.0
63.77265453338623,12.5,1724.3515625,98.0,30401.0,0.0,0.0
64.29523372650146,12.5,1724.59765625,98.0,30401.0,0.0,0.0
64.81766963005066,12.5,1748.1484375,98.0,30401.0,0.0,0.0
65.3403069972992,12.7,1733.15625,98.0,30401.0,0.0,0.022422334747502395
65.86269402503967,12.8,1757.515625,98.0,30401.0,0.0,0.007477693343374181
66.38504838943481,12.5,1753.6171875,98.0,30401.0,0.0,0.0
66.90698480606079,12.5,1747.48828125,98.0,30401.0,0.0,0.0
67.42867851257324,12.5,1747.48828125,98.0,30401.0,0.0,0.0
67.95027112960815,12.7,1744.921875,98.0,30401.0,0.0,0.0
68.47217106819153,12.3,1744.91796875,98.0,30401.0,0.0,0.0
68.99427723884583,12.5,1743.9453125,98.0,30401.0,0.0,0.0
69.51623892784119,12.8,1741.625,98.0,30401.0,0.0,0.0
70.03799891471863,12.5,1739.7421875,98.0,30401.0,0.0,0.0
70.56016397476196,12.7,1739.48828125,98.0,30401.0,0.0,0.0
71.08231520652771,12.5,1737.4921875,98.0,30401.0,0.0,0.02244321048591797
71.60429430007935,12.7,1735.1953125,98.0,30401.0,0.0,0.014967074537109146
72.12680983543396,12.7,1748.84375,98.0,30401.0,0.0,0.0
72.64896821975708,12.5,1749.08984375,98.0,30401.0,0.0,0.0
73.17116069793701,12.5,1727.90625,98.0,30401.0,0.0,0.0
73.69351863861084,12.5,1752.0078125,98.0,30401.0,0.0,0.0
74.21549963951111,12.5,1751.921875,98.0,30401.0,0.0,0.0
74.73731923103333,12.5,1755.81640625,98.0,30401.0,0.0,0.0
75.2592842578888,12.7,1763.68359375,98.0,30401.0,0.0,0.0
75.78106760978699,12.5,1741.734375,98.0,30401.0,0.0,0.0
76.3033652305603,12.3,1740.390625,98.0,30401.0,0.0,0.0
76.82559204101562,12.5,1732.81640625,98.0,30401.0,0.0,0.0373999373624096
77.34774661064148,12.5,1733.29296875,98.0,30401.0,0.0,0.007481022339417599
77.87018156051636,12.8,1730.18359375,98.0,30401.0,0.0,0.0
78.39239239692688,12.3,1745.44140625,98.0,30401.0,0.0,0.0
78.91453409194946,12.5,1744.42578125,98.0,30401.0,0.0,0.0
79.43634629249573,12.5,1743.16015625,98.0,30401.0,0.0,0.0
79.95815944671631,13.0,1724.55859375,98.0,30401.0,0.0,0.0
80.48074316978455,12.5,1749.1640625,98.0,30401.0,0.0,0.0
81.00257515907288,12.7,1758.57421875,98.0,30401.0,0.0,0.0
81.52445101737976,13.0,1758.328125,98.0,30401.0,0.0,0.0
82.04597473144531,12.5,1769.70703125,98.0,30401.0,0.0,0.014980143355510053
82.56778597831726,12.7,1769.70703125,98.0,30401.0,0.0,0.02245783330706125
83.089772939682,12.5,1755.50390625,98.0,30401.0,0.0,0.007483424470578778
83.61182117462158,12.5,1759.43359375,98.0,30401.0,0.0,0.022447638389882486
84.13383793830872,12.7,1757.984375,98.0,30401.0,0.0,0.0
84.6558358669281,12.7,1755.09375,98.0,30401.0,0.0,0.0
85.17811417579651,12.7,1771.3203125,98.0,30401.0,0.0,0.0
85.70020294189453,12.8,1748.67578125,98.0,30401.0,0.0,0.0
86.22254085540771,12.5,1742.65234375,98.0,30401.0,0.0,0.0
86.7448570728302,12.5,1757.359375,98.0,30401.0,0.0,0.0
87.2667965888977,12.5,1754.734375,98.0,30401.0,0.0,0.0
87.7888011932373,13.0,1747.88671875,98.0,30401.0,0.0,0.0
88.31061840057373,12.5,1748.74609375,98.0,30401.0,0.0,0.029943435709520894
88.83228325843811,12.5,1741.83984375,98.0,30401.0,0.0,0.0
89.35423398017883,12.5,1739.41015625,98.0,30401.0,0.0,0.0
89.87637591362,12.9,1735.328125,98.0,30401.0,0.0,0.0
90.39816570281982,12.5,1735.37109375,98.0,30401.0,0.0,0.0
90.92003440856934,12.5,1729.46484375,98.0,30401.0,0.0,0.0
91.44267916679382,12.5,1733.20703125,98.0,30401.0,0.0,0.0
91.96453976631165,13.2,1729.10546875,98.0,30401.0,0.0,0.0
92.48663640022278,12.5,1721.640625,98.0,30401.0,0.0,0.0
93.00856375694275,12.8,1727.21484375,98.0,30401.0,0.0,0.0
93.53053140640259,12.5,1734.8359375,98.0,30401.0,0.0,0.0074837013444078474
94.05235624313354,12.5,1733.171875,98.0,30401.0,0.0,0.02245724843879358
94.57429361343384,12.5,1733.41796875,98.0,30401.0,0.0,0.0
95.09599375724792,12.5,1731.046875,98.0,30401.0,0.0,0.0
95.61775398254395,12.7,1731.046875,98.0,30401.0,0.0,0.0
96.13961386680603,12.5,1729.41796875,98.0,30401.0,0.0,0.0
96.66358208656311,12.5,1729.6640625,98.0,30401.0,0.0,0.0
97.1856894493103,12.5,1718.51171875,98.0,30401.0,0.0,0.0
97.70800304412842,12.8,1734.015625,98.0,30401.0,0.0,0.0
98.22993636131287,12.5,1733.0,98.0,30401.0,0.0,0.0
98.75214624404907,12.5,1747.8515625,98.0,30401.0,0.0,0.0
99.27422022819519,12.3,1747.18359375,98.0,30401.0,0.0,0.007482177083366633
99.79623341560364,12.8,1747.18359375,98.0,30401.0,0.0,0.022449145505649283
100.31803441047668,12.5,1738.74609375,98.0,30401.0,0.0,0.0
100.8398187160492,12.5,1746.4609375,98.0,30401.0,0.0,0.0
101.36149501800537,12.5,1744.08984375,98.0,30401.0,0.0,0.0
101.88351798057556,12.8,1742.6640625,98.0,30401.0,0.0,0.0
102.40549421310425,12.5,1734.7890625,98.0,30401.0,0.0,0.0
102.92744326591492,12.5,1740.64453125,98.0,30401.0,0.0,0.0
103.44994926452637,12.5,1756.37890625,98.0,30401.0,0.0,0.0
103.97188758850098,12.8,1759.31640625,98.0,30401.0,0.0,0.0
104.49397444725037,12.7,1760.69140625,98.0,30401.0,0.0,0.0
105.0159044265747,12.5,1757.34765625,98.0,30401.0,0.0,0.014968482956494649
105.53782320022583,12.5,1757.31640625,98.0,30401.0,0.0,0.03742201083009073
106.05956673622131,12.7,1753.87890625,98.0,30401.0,0.0,0.0
106.58156037330627,12.5,1754.109375,98.0,30401.0,0.0,0.0
107.10334134101868,12.5,1747.6171875,98.0,30401.0,0.0,0.0
107.62536215782166,12.8,1744.3828125,98.0,30401.0,0.0,0.0
108.1472556591034,12.5,1747.0,98.0,30401.0,0.0,0.0
108.67002272605896,12.3,1754.6171875,99.0,30401.0,0.0,0.0
109.19199252128601,12.5,1749.01171875,99.0,30401.0,0.0,0.0
109.71407747268677,12.7,1749.19921875,98.0,30401.0,0.0,0.0
110.23614478111267,12.5,1753.48828125,98.0,30401.0,0.0,0.022446818275853094
110.75822329521179,12.5,1750.58984375,98.0,30401.0,0.0,0.0
111.28022265434265,12.5,1749.03515625,98.0,30401.0,0.0,0.022449740205643127
111.80293440818787,12.5,1747.125,98.0,30401.0,0.0,0.0
112.32497978210449,12.5,1739.00390625,98.0,30401.0,0.0,0.0
112.8469307422638,12.5,1751.21484375,98.0,30401.0,0.0,0.0
113.36879229545593,12.5,1751.70703125,98.0,30401.0,0.0,0.0
113.89051532745361,12.5,1746.40625,98.0,30401.0,0.0,0.0
114.41248655319214,12.7,1745.91015625,98.0,30401.0,0.0,0.007483650069930837
114.9343364238739,12.5,1745.06640625,98.0,30401.0,0.0,0.0
115.45613074302673,12.5,1740.4921875,98.0,30401.0,0.0,0.007486187289930749
115.9776132106781,12.5,1740.12890625,98.0,30401.0,0.0,0.0
116.49931359291077,12.5,1739.875,98.0,30401.0,0.0,0.0
117.02110314369202,12.5,1737.95703125,98.0,30401.0,0.0,0.022458767107264008
117.54260897636414,13.0,1736.82421875,98.0,30401.0,0.0,0.0
118.0644805431366,12.5,1752.81640625,98.0,30401.0,0.0,0.0
118.58609437942505,12.5,1748.4921875,98.0,30401.0,0.0,0.0
119.10788798332214,12.5,1753.72265625,98.0,30401.0,0.0,0.0
119.62985348701477,12.8,1755.9765625,98.0,30401.0,0.0,0.0
120.15171360969543,12.7,1759.390625,98.0,30401.0,0.0,0.0
120.67491507530212,12.5,1758.65234375,98.0,30401.0,0.0,0.007466053244844076
121.19656729698181,12.5,1752.578125,98.0,30401.0,0.0,0.0
121.71820592880249,12.5,1751.0,98.0,30401.0,0.0,0.0
122.24032402038574,12.7,1763.33984375,98.0,30401.0,0.0,0.0
122.76220655441284,13.0,1768.82421875,98.0,30401.0,0.0,0.02245476565305304
123.2839765548706,12.5,1767.54296875,99.0,30401.0,0.0,0.0
123.80600905418396,12.8,1763.25,99.0,30401.0,0.0,0.0
124.32804870605469,12.3,1757.1875,98.0,30401.0,0.0,0.0
124.850093126297,12.5,1752.015625,98.0,30401.0,0.0,0.0
125.37231779098511,12.5,1752.64453125,98.0,30401.0,0.0,0.0
125.89463710784912,12.8,1749.9140625,98.0,30401.0,0.0,0.0
126.41712045669556,12.3,1749.8125,98.0,30401.0,0.0,0.007476314811992403
126.93926644325256,12.5,1747.77734375,98.0,30401.0,0.0,0.0
127.46148300170898,12.8,1747.53125,98.0,30401.0,0.0,0.0
127.98337936401367,12.8,1743.61328125,98.0,30401.0,0.0,0.0
128.50553226470947,12.3,1757.0546875,98.0,30401.0,0.007481046250618702,0.13465883251113664
129.02756810188293,12.3,1753.78515625,98.0,30401.0,0.0,0.0
129.5494830608368,12.8,1753.58203125,98.0,30401.0,0.0,0.0
130.07111811637878,12.5,1748.76953125,98.0,30401.0,0.0,0.0
130.5929651260376,12.5,1749.26171875,98.0,30401.0,0.0,0.0
131.11505150794983,12.5,1753.984375,98.0,30401.0,0.0,0.0
131.63744044303894,12.8,1752.3515625,98.0,30401.0,0.0,0.0
132.1602325439453,12.5,1757.76953125,98.0,30401.0,0.0,0.007471899428525563
132.6822338104248,12.5,1756.4765625,98.0,30401.0,0.0,0.0
133.20415902137756,12.3,1756.4765625,98.0,30401.0,0.0,0.0
133.7260389328003,12.8,1754.3828125,98.0,30401.0,0.0,0.0
134.24773621559143,12.5,1754.3671875,98.0,30401.0,0.0,0.02246273919101783
134.76948761940002,12.7,1751.43359375,98.0,30401.0,0.0,0.029947212189451212
135.29144740104675,12.7,1749.84375,98.0,30401.0,0.0,0.0
